Uma AALTONEN,23752
Michael CRAMER,28238
Birgit CRAMON DAIBER,1060
Peter Duncan CRAMPTON,1323
João CRAVINHO,980
Baroness Christine M. CRAWLEY,1367
Bettino CRAXI,1118
Jan CREMERS,40818
Irene CREPAZ,2049
Rodolfo CRESPO,1745
Edith CRESSON,870
Corina CREȚU,33997
Gabriela CREȚU,33977
Jürgen CREUTZMANN,96873
Andi CRISTEA,40224
Rosario CROCETTA,96886
Tarja CRONBERG,107973
Jerry (Jeremiah) CRONIN,898
Lambert V.J. CROUX,1714
Brian CROWLEY,2109
Jean E. CRUSOL,1796
Joaquim CRUZ,124527
George Robert CRYER,1794
Pál CSÁKY,124930
Katalin CSEH,197588
Magor Imre CSIBI,39719
Ciarán CUFFE,197654
Arlindo CUNHA,2156
Artur DA CUNHA OLIVEIRA,1270
Tony A. CUNNINGHAM,2014
David M. CURRY,1716
Joseph CUSCHIERI,110984
John Walls CUSHNAHAN,1288
Josianne CUTAJAR,197394
George Sabin CUTAȘ,96856
Zygmunt Alojzy CYBULSKI,23715
Tadeusz CYMAŃSKI,96786
Marek Aleksander CZARNECKI,28371
Ryszard CZARNECKI,28372
Edward CZESAK,132925
Imre CZINEGE,23803
Frédéric DAERDEN,97125
Hanne DAHL,40817
Daniel DĂIANU,39716
Georgios DALAKOURAS,894
Massimo D'ALEMA,28431
Peter van DALEN,96809
Miriam DALLI,124970
Joachim DALSASS,1087
Daniel DALTON,35135
Jakop DALUNDE,183338
Margaret E. DALY,1368
Clare DALY,197731
Ian M. DALZIEL,895
Rijk van DAM,2318
Rosa D'AMATO,124835
Félix DAMETTE,896
Elisa Maria DAMIÃO,2330
André R.J.-M.H.-A DAMSEAUX,646
Seb DANCE,124952
Viorica DĂNCILĂ,95281
Giampaolo V.E. D'ANDREA,2144
Spyros DANELLIS,99325
Alessandro DANESIN,2250
Francescopaolo D'ANGELOSANTE,891
Johan DANIELSSON,38542
Arnaud DANJEAN,96747
Pieter DANKERT,1453
Nicola DANTI,124821
Michel DANTIN,97296
Gianantonio DA RE,197608
Danielle DARRAS,1979
William (The Earl of) DARTMOUTH,96958
Michel J.M. DARY,1959
Katerina DASKALAKI,2190
Rachida DATI,72775
Martin Edward DAUBNEY,197760
Joseph DAUL,4342
Noel Michael DAVERN,892
Mário DAVID,96973
Dragoș Florin DAVID,39712
Wayne DAVID,1314
Ivan DAVID,197556
Chris DAVIES,4554
Francesco DE ANGELIS,96887
Philippe DE BACKER,109337
Rika M.R. DE BACKER-VAN OCKEN,1735
Michel DEBATISSE,1710
Antonio DE BLASIO,36748
Michel J.-P. DEBRÉ,888
Bairbre de BRÚN,28511
Paolo DE CASTRO,96891
Jérémy DECERLE,197504
Willy C.E.H. DE CLERCQ,1296
Philippe C. DE COENE,2244
Francis DECOURRIÈRE,2026
Laura DE ESTEBAN MARTIN,1999
Jean P.M.O.G. DEFRAIGNE,1297
Biagio DE GIOVANNI,1130
Karel DE GUCHT,1472
Arūnas DEGUTIS,28270
Jean-Luc DEHAENE,28256
Jean-Maurice DEHOUSSE,5518
Paul Ph. M.H. DE KEERSMAEKER,889
Véronique DE KEYSER,22097
Suzanne DEKKER,871
Angélique DELAHAYE,124732
Mercedes DE LA MERCED MONGE,1990
Charles DELATTE,890
Gwendoline DELBOS-CORFIELD,197531
Claude A.F. DELCROIX,1830
Antonio DEL DUCA,893
Gustave DELEAU,884
Andor DELI,124714
Gianfranco DELL'ALBA,2043
Benedetto DELLA VEDOVA,4739
Karima DELLI,96868
Marcello DELL'UTRI,4394
Fernand L. DELMOTTE,883
Robert DELOROZOY,1703
Jacques L.J. DELORS,885
Ottaviano DEL TURCO,28432
Stefano DE LUCA,2198
Belinda DE LUCY,197736
Anne DELVAUX,96914
Mady DELVAUX,124776
Luigi de MAGISTRIS,97129
Filip DE MAN,197472
Danielle DE MARCH-WALLER,1691
Mario DE MARCO,26817
Susy DE MARTINI,118708
Fabio DE MASI,124858
Aldo DE MATTEO,1863
Eurico DE MELO,2154
Mark DEMESMAEKER,117477
Panayiotis DEMETRIOU,23730
Gianni DE MICHELIS,28452
Özlem DEMIREL,197468
Luigi Ciriaco DE MITA,1746
Isabella DE MONTE,124803
Gábor DEMSZKY,28203
Jean-Paul DENANOT,94282
Jean-François DENIAU,1747
Xavier DENIAU,886
Jacques DENIS,887
Marie-José DENYS,1001
Anna DEPARNAY-GRUNENBERG,197453
Pancrazio DE PASQUALE,1704
Cesare DE PICCOLI,1131
Antonio DE POLI,28417
Gérard DEPREZ,1473
Stéphane DERMAUX,1740
Proinsias DE ROSSA,1289
Claude J.-M.J. DESAMA,1474
Marielle de SARNEZ,4335
Marie-Hélène DESCAMPS,22859
Pierre M.L.L.C. DESCHAMPS,878
Andrea Carmine DE SIMONE,2100
Harlem DÉSIR,4318
Barry DESMOND,1279
Eileen DESMOND,872
Marie-Jacqueline DESOUCHES,873
Albert DESS,28228
Dimitrios DESSYLAS,1465
Petra DE SUTTER,197471
Michael DETJEN,190799
Tamás DEUTSCH,96826
Nirj DEVA,4556
Sile DE VALERA,863
Christine DE VEYRAC,4347
Gilbert DEVÈZE,1736
Mia DE VITS,28259
Lorenzo DE VITTO,1088
Gijs M. de VRIES,1454
August M.C. DE WINTER,1732
Jan DHAENE,22950
Dinesh DHAMIJA,197693
Mircea DIACONU,124805
Alfredo DIANA,879
Ramón DIAZ DEL RIO JAUDENES,1733
Agustín DÍAZ DE MERA GARCÍA CONSUEGRA,28397
Mario DI BARTOLOMEI,1698
Jolanta DIČKUTĖ,28272
Geoffroy DIDIER,190774
Mario DIDO',1699
Gintaras DIDŽIOKAS,23747
Marie-Madeleine DIENESCH,864
Roberto DIETRICH,125380
Carmen DÍEZ DE RIVERA ICAZA,1312
Rosa DÍEZ GONZÁLEZ,4327
Nel B.M. van DIJK,1433
Giuseppe DI LELLO FINUOLI,4464
André F.E. DILIGENT,880
Karel C.C. DILLEN,1298
Koenraad DILLEN,24029
Giorgos DIMITRAKOPOULOS,2185
Chrysanthos DIMITRIADIS,1748
Konstantin DIMITROV,37488
Martin DIMITROV,34252
Philip Dimitrov DIMITROV,37526
Aristides DIMOPOULOS,1734
Ioannis DIMOPOULOS,881
Vasile DÎNCU,33998
Marguerite-Marie DINGUIRARD,1836
Armando DIONISI,28426
André Jorge DIONÍSIO BRADFORD,197640
Antonio DI PIETRO,4404
Pietro Antonio DI PRIMA,2193
Elio DI RUPO,1294
Martina DLABAJOVÁ,124709
Alexandra DOBOLYI,28637
Klára DOBREV,197579
Anneliese DODDS,124969
Diane DODDS,96951
Jørn DOHRMANN,124878
Christian DOLESCHAL,197473
Valdis DOMBROVSKIS,28618
Mireille Conception DOMENECH,1125
Leonardo DOMENICI,96888
Teresa DOMINGO SEGARRA,1000
Anna Julia DONÁTH,197595
Francesca DONATO,197822
Tomislav DONCHEV,124843
Jacques DONNAY,2018
François-Xavier G.M.J.C.H. de DONNEA,1290
Alan John DONNELLY,1315
Brendan Patrick DONNELLY,2092
Jörn Johan DONNER,2297
Georges H. DONNEZ,1700
Beniamino DONNICI,38399
Leonidas DONSKIS,96692
Bert DOORN,4500
Herbert DORFMANN,96787
Mireille D'ORNANO,124750
Brigitte DOUAY,28157
Maurice CH.H. DOUBLET,882
The Lord DOURO,1701
Philippe J.G. DOUSTE-BLAZY,1028
Den DOVER,4552
Gina DOWDING,197613
Avril DOYLE,4382
Damian DRĂGHICI,124786
Mojca DRČAR MURKO,28305
Marco DREOSTO,197614
Konstantinos DROUTSAS,58782
Dimitrios DROUTSAS,107977
Maurice S.R.C. DRUON,874
Bernard DRZĘŹLA,23716
José Manuel DUARTE CENDÁN,232
Daniel DUCARME,1788
Petr DUCHOŇ,28315
Andrzej DUDA,124899
Jarosław DUDA,197510
Peter Klaus DUETOFT,1742
Andrew DUFF,4514
Olivier DUHAMEL,2314
Bárbara DÜHRKOP DÜHRKOP,1313
Garrelt DUIN,5969
Árpád DUKA-ZÓLYOMI,28197
Cristian DUMITRESCU,33978
Constantin DUMITRIU,39718
Ian DUNCAN,124960
Lena DÜPONT,99945
Paule DUPORT,865
Olivier DUPUIS,2281
Anne-Marie DUPUY,1709
Antoine DUQUESNE,28841
Estrella DURA FERRANDIS,198329
Emilio DURAN CORSANEGO,1743
Josep Antoni DURAN I LLEIDA,1744
Pascal DURAND,124693
Isabelle DURANT,96639
Lucia ĎURIŠ NICHOLSONOVÁ,197766
Raymonde M.E.A. DURY,1439
Robert DUŠEK,96717
Marie-Françoise DUTHU,26190
Maurice DUVERGER,1015
Lone DYBKJÆR,1901
Angel DZHAMBAZKI,124873
Manfred Artur EBEL,1697
Michl EBNER,2075
Pablo ECHENIQUE,125036
Raina A. Mercedes ECHERER,4252
Stefan ECK,124863
Karoline EDTSTADLER,197643
Petros EFTHYMIOU,4488
Christian EHLER,28226
Martin EHRENHAUSER,39769
Bas EICKHOUT,96725
Doeke EISMA,877
Lena EK,28127
Milan EKERT,23692
József ÉKES,23823
Dietrich ELCHLEPP,2280
André ELISSEN,188445
Saïd EL KHADRAOUI,25718
The Baroness ELLES,1662
James ELLES,1419
Michael N. ELLIOTT,1420
Ioan ENCIU,96859
Frank ENGEL,96876
Andrew ENGLAND KERR,197803
Christian ENGSTRÖM,96676
Linnéa ENGSTRÖM,128588
Derek A. ENRIGHT,875
Mátyás EÖRSI,23829
Vassilis EPHREMIDIS,955
Georgios EPITIDEIOS,125071
Derk Jan EPPINK,97133
Sergio ERCINI,1683
Norbert ERDŐS,124711
Marianne ERIKSSON,2262
Peter ERIKSSON,124937
Cornelia ERNST,96852
Brigitte U.J.M.J.G. ERNST de la GRAETE,1250
Engin EROGLU,197430
Ismail ERTUG,96842
Alain ESCLOPÉ,4420
Manuel ESCOLA HERNANDO,2333
Arturo Juan ESCUDER CROFT,1350
José Antonio ESCUDERO,961
Sari ESSAYAH,96682
Rosa ESTARÀS FERRAGUT,96811
María Teresa ESTEVAN BOLEA,1991
Pere ESTEVE,4350
Maria da Assunção ESTEVES,28401
Nicolas ESTGEN,987
Claude ESTIER,876
Edite ESTRELA,28310
Rafael ESTRELLA PEDROLA,1695
Bill ETHERIDGE,124951
Harald ETTL,2286
Camiel EURLINGS,28163
Jill EVANS,4550
Jonathan EVANS,4549
Robert EVANS,2099
Eleonora EVI,124779
Agnès EVREN,197535
Dimitrios EVRIGENIS,1696
Winifred M. EWING,1369
Louis EYRAUD,1679
Laurent FABIUS,1029
Juan Manuel FABRA VALLÉS,1996
Hervé FABRE-AUBRESPY,2218
Sheila FAITH,1687
Roger FAJARDIE,1803
Hynek FAJMON,23695
Tanja FAJON,96911
Richard FALBR,23840
Gheorghe FALCĂ,197649
Alexander C. FALCONER,1412
Karin FALKMER,2111
Enrico FALQUI,1132
Guido FANTI,1681
Antonio FANTINI,1117
André FANTON,433
Giulio FANTUZZI,1109
Nigel FARAGE,4525
Gipo FARASSINO,2039
José Inácio FARIA,125101
Göran FÄRM,4265
Laurence FARRENG,197589
Erich FARTHOFER,2086
Raimondo FASSA,1954
Léon FATOUS,1693
Carlo FATUZZO,4413
Edgar FAURE,868
Maurice FAURE,853
Claudio FAVA,4469
Ben FAYOT,1154
Szabolcs FAZAKAS,23804
Fredrick FEDERLEY,124989
Diogo FEIO,96977
Ludwig FELLERMAIER,1678
Markus FERBER,1917
Daniel FÉRET,2245
Adam FERGUSSON,869
António José FERNANDES,1690
José Manuel FERNANDES,96899
Emanuel Jardim FERNANDES,28318
Guy FERNANDEZ,866
Jonás FERNÁNDEZ,125046
Gerardo FERNÁNDEZ-ALBOR,1148
Fernando FERNÁNDEZ MARTÍN,2012
Solange FERNEX,1182
Edouard FERRAND,124767
Juan Manuel FERRÁNDEZ LEZAUN,25341
Giuseppe FERRANDINO,192634
Basil de FERRANTI,1673
Giuliano FERRARA,989
Laura FERRARA,124833
Francesco FERRARI,38849
Anne FERREIRA,5735
Elisa FERREIRA,28308
João FERREIRA,96706
Concepció FERRER,1304
Bruno FERRERO,1675
Enrico FERRI,990
Mauro FERRI,867
Nicolaus FEST,197480
Ove FICH,1676
Robert FICO,23869
Carlo FIDANZA,96810
Christel FIEBIGER,4300
Ilda FIGUEIREDO,4466
António Jorge de FIGUEIREDO LOPES,1685
Konstantinos FILINIS,1694
Petru FILIP,39710
Krzysztof FILIPEK,23796
Livio FILIPPI,2094
Renzo Eligio FILIPPI,859
Raymond FINCH,124941
Gianfranco FINI,1007
Pietro FIOCCHI,197607
Roberto FIORE,41004
Francesco FIORI,4396
Santiago FISAS AYXELÀ,96729
Marc M.J.A. FISCHBACH,860
Raffaele FITTO,4465
Gene FITZGERALD,1442
Frances FITZGERALD,197720
James (Jim) FITZSIMONS,1443
Christofer FJELLNER,28126
John FLACK,188623
Seán FLANAGAN,1670
Luke Ming FLANAGAN,124985
Věra FLASAROVÁ,28336
Hélène FLAUTRE,4385
Knut FLECKENSTEIN,96840
Valter FLEGO,197419
Marialiese FLEMMING,2287
Colette FLESCH,1184
Karl-Heinz FLORENZ,1038
María Elena FLORES VALENCIA,1664
Luigi Andrea FLORIO,2248
Gaston FLOSSE,1686
Katharina FOCKE,1658
Alessandro FOGLIETTA,28425
Christos FOLIAS,4481
Hanna FOLTYN-KUBICKA,34930
Nicole FONTAINE,945
Alessandro FONTANA,2042
Lorenzo FONTANA,96993
Glyn FORD,1413
Vicky FORD,96949
Eleonora FORENZA,125193
Arnaldo FORLANI,1008
Lance FORMAN,197703
Marco FORMENTINI,2038
Roberto FORMIGONI,1110
Raymond FORNI,854
Norvela FORSTER,827
Mario FORTE,1111
Eric FORTH,861
Jacqueline FOSTER,4553
Assimakis FOTILAS,862
Anna FOTYGA,28353
Lampros FOUNTOULIS,125070
Antoinette FOUQUE,2239
Marie-Madeleine FOURCADE,828
André FOURÇANS,1692
Brigitte FOURÉ,39956
Loucas FOURLAS,197414
Janelly FOURTOU,4336
Ashley FOX,96957
Claire FOX,197708
Carmen FRAGA ESTÉVEZ,1993
Manuel FRAGA IRIBARNE,1689
Emmanouil FRAGKOS,198490
Pernille FRAHM,4437
Juan FRAILE CANTÓN,40600
Geneviève FRAISSE,4352
Armando FRANÇA,39510
Gaston FRANCO,96908
Dimitrios FRANGOS,857
Tomasz FRANKOWSKI,197513
Cindy FRANSSEN,197455
Otmar FRANZ,1672
Romeo FRANZ,193273
Monica FRASSONI,4254
Duarte FREITAS,28403
Yves FRÉMION,1831
Eugen FREUND,125018
Daniel FREUND,106936
Bruno FRIEDRICH,1671
Ingo FRIEDRICH,1264
Franco FRIGO,118999
Bernard FRIMAT,1865
Friedhelm FRISCHENSCHLAGER,2288
Georges Louis FRISCHMANN,858
Heléne FRITZON,197391
François FROMENT-MEURICE,1872
Isidor W. FRÜH,1669
Sorin FRUNZĂVERDE,39708
Doru-Claudian FRUNZULICĂ,124790
Jean-Claude FRUTEAU,4297
Manuela FRUTOS GAMA,2010
Gérard R.P. FUCHS,967
Karl FUCHS,855
Niels FUGLSANG,101585
Yvette M. FUILLET,1659
Daniel Petru FUNERIU,95020
Honor FUNK,1039
Mario FURORE,197795
Reynoldh FURUSTRAND,2112
Aleksander GABELIC,192465
Volkmar GABERT,856
Mariya GABRIEL,96848
Corrado GABRIELE,36391
Urszula GACEK,39763
Søren GADE,197555
Colette GADIOUX,1660
Piotr GADZINOWSKI,23761
Michael GAHLER,2341
Per GAHRTON,2114
Gerardo GAIBISSO,1009
Gerfrid GAIGG,2087
Paola GAIOTTI DE BIASE,829
Kinga GÁL,28150
Milan GAĽA,26833
Andrzej Józef GAŁAŻEWSKI,23783
Tomáš GALBAVỶ,26834
Gerardo GALEOTE,2001
Michael GALLAGHER,849
Pat the Cope GALLAGHER,2125
Yves A.R. GALLAND,1084
Marc GALLE,1291
Giulio Cesare GALLENZI,1112
Max GALLO,1203
Marielle BOULLIER GALLO,96896
Ildikó GÁLL-PELCZ,102886
Carlo Alberto GALLUZZI,1652
Doktor Professor Lina GALVEZ MUÑOZ,197702
José Augusto GAMA,1668
Francesc GAMBÚS,125006
Claudia GAMON,197632
Gianna GANCIA,197582
Juan Antonio GANGOITI LLAGUNO,1228
Ovidiu Victor GANȚ,33979
Juan Carlos GARAIKOETXEA URRIZA,1342
Marie-Françoise GARAUD,4360
Vicente Miguel GARCÉS RAMÓN,39321
Vasco GARCIA,1374
Dolores GARCÍA-HIERRO CARABALLO,111017
Manuel GARCÍA AMIGO,1343
Ludivina GARCÍA ARIAS,1305
Ibán GARCIA DEL BLANCO,197717
José Manuel GARCÍA-MARGALLO Y MARFIL,1992
Isabel GARCÍA MUÑOZ,197742
Cristina GARCÍA-ORCOYEN TORMO,4322
Antonio GARCIA-PAGAN ZAMORA,1653
Iratxe GARCÍA PÉREZ,28298
José Luis GARCIA RAYA,1648
Eider GARDIAZABAL RUBIAL,96991
Elisabetta GARDINI,58758
Giuseppe GARGANI,4562
Luis GARICANO,197554
Riccardo GAROSCI,2196
Georges GAROT,2313
Jean-Paul GARRAUD,197628
Salvador GARRIGA POLLEDO,1665
Enrico GASBARRA,124817
Carles-Alfred GASÒLIBA i BÖHM,1344
Françoise GASPARD,820
Natalino GATTI,1666
Vincenzo GATTO,850
Patrick GAUBERT,28183
Charles de GAULLE,1878
Roger GAUTHIER,1650
Fritz GAUTIER,1792
Jean-Paul GAUZÈS,28193
Andrzej Karol GAWŁOWSKI,23762
Jas GAWRONSKI,1113
Nikolaos GAZIS,1663
Evelyne GEBHARDT,1913
Alexandra GEESE,183916
Stefan GEHROLD,194391
Jens GEIER,96833
Vitaliano GEMELLI,4463
Chiara GEMMA,197794
Paul-Henry E.M.Gh. GENDEBIEN,851
Elena GENTILE,124847
Eugenijus GENTVILAS,28283
Antonios GEORGIADIS,723
Georgios GEORGIOU,39320
Giorgos GEORGIOU,197416
Alexis GEORGOULIS,197819
Des GERAGHTY,1841
Gerben-Jan GERBRANDY,96940
Bronisław GEREMEK,28384
Arne GERICKE,124815
Lidia Joanna GERINGER de OEDENBERG,28377
Ljubo GERMIČ,23711
Achillefs GEROKOSTOPOULOS,852
François-Marie GERONIMI,844
Kyriakos GERONTOPOULOS,1661
Helmut GEUKING,197436
Aart GEURTSEN,839
Roland GEWALT,34757
Alberto GHERGO,845
Fiorella GHILARDOTTI,2024
Cristian GHINEA,197661
Marietta GIANNAKOU,1431
Jean-Antoine GIANSILY,2256
Dino GIARRUSSO,197804
Giovanni GIAVAZZI,1646
Claire GIBAULT,28207
Barbara Ann GIBSON,197600
Sven GIEGOLD,96730
Adam GIEREK,28379
Maciej Marian GIERTYCH,24088
Jens GIESEKE,124807
Neena GILL,4533
Nathan GILL,124965
Marie-Hélène GILLIG,4295
Alan Leslie GILLIS,2103
Alain Y.M. GILLOT,846
José María GIL-ROBLES GIL-DELGADO,1219
María Teresa GIMÉNEZ BARBAT,135491
José GIRÃO PEREIRA,2167
Juan Carlos GIRAUTA VIDAL,125052
Julie GIRLING,96956
Valéry GISCARD d'ESTAING,1030
Michela GIUFFRIDA,124864
Vincenzo GIUMMARRA,1647
Monica GIUNTINI,94391
Georgios GKIKOPOULOS,124646
Ioannis GKLAVAKIS,28570
James Alexander GLANCY,197751
Norbert GLANTE,1902
Anne-Karin GLASE,1844
Béla GLATTFELDER,28145
Emmanouil GLEZOS,1654
Ernest GLINNE,1475
Karine GLOANEC MAURIN,193080
Andreas GLÜCK,197443
Raphaël GLUCKSMANN,197694
Ilias GLYKOFRIDIS,847
Gian Paolo GOBBO,4741
Sylvie GODDYN,21331
Ivars GODMANIS,97004
Robert GOEBBELS,4429
Robert Jan GOEDBLOED,2328
Arie de GOEDE,848
Annemarie M.C. GOEDMAKERS,940
Lutz GOEPEL,1845
Charles GOERENS,840
Willi GÖRLACH,1221
Roland GOGUILLOT,1667
Jean GOL,1961
Silva GOLDE,26739
Jimmy GOLDSMITH,2213
Bogdan GOLIK,28373
Bruno GOLLNISCH,1164
Ana GOMES,28306
Fernando Manuel Santos GOMES,1375
Alfred GOMOLKA,1923
Kinga GÖNCZ,96832
Guido GONELLA,841
Konstantinos GONTIKAS,724
Mónica Silvana GONZÁLEZ,197728
Laura GONZÁLEZ ÁLVAREZ,1875
Nicolás GONZALEZ CASARES,197718
Tania GONZÁLEZ PEÑAS,127330
Esteban GONZÁLEZ PONS,125027
Antonio GONZÁLEZ TRIVIÑO,2009
Robert GOODWILL,4543
Alfons GOPPEL,842
Giovanni GORIA,1104
Koldo GOROSTIAGA ATXALANDABASO,4379
Beata GOSIEWSKA,124900
Donata GOTTARDI,36395
Hélène GOUDIN,28146
Sylvie GOULARD,97137
Anselmo GOUTHIER,843
João GOUVEIA,25798
Marcel de GRAAFF,125025
Genowefa GRABOWSKA,23717
Dariusz Maciej GRABOWSKI,28332
Vasco GRAÇA MOURA,4450
Friedrich-Wilhelm GRAEFE zu BARINGDORF,1040
Ilona GRAENITZ,2088
Giorgos GRAMMATIKAKIS,125112
Jacqueline GRAND,1438
Luis de GRANDES PASCUAL,28393
Valentino GRANT,197799
Maria GRAPINI,124785
Ingeborg GRÄSSLE,28220
Karoline GRASWANDER-HAINZ,133316
Martí GRAU i SEGÚ,40601
Antonio GRAZIANI,1958
Carlo Alberto GRAZIANI,1657
Igor GRÄZIN,193879
Louis GRECH,28123
Eva GREDAL,1637
Martina GREDLER,2089
Pauline GREEN,1308
Markéta GREGOROVÁ,197549
Estelle GRELIER,96953
Maxime François GREMETZ,1176
Catherine GRÈZE,96745
Nathalie GRIESBECK,28208
Nick GRIFFIN,96751
Theresa GRIFFIN,124961
(Win) Winston James GRIFFITHS,1644
Iveta GRIGULE-PĒTERSE,124745
Julián GRIMALDOS GRIMALDOS,1645
Catherine GRISET,94649
Marek Józef GRÓBARCZYK,96790
Lisbeth GRÖNFELDT BERGMAN,5897
Elly de GROEN-KOUWENHOVEN,28265
Mette GROES,821
Lissy GRÖNER,1061
Matthias GROOTE,34728
Mathieu GROSCH,2247
Klemen GROŠELJ,197452
Françoise GROSSETÊTE,2025
Attila László GRUBER,23815
Lilli GRUBER,28368
Christophe GRUDLER,197557
Johanna-Christina GRUND,999
Pascale GRUNY,96983
Zofia GRZEBISZ-NOWICKA,23763
Andrzej GRZYB,23785
Elisabetta GUALMINI,197618
Roberto GUALTIERI,96892
Ignasi GUARDANS CAMBÓ,28411
Anselmo GUARRACI,1655
Ambroise GUELLEC,28194
Maren GÜNTHER,1886
Guy Jean GUERMEUR,1656
Pedro GUERREIRO,31123
Francisco GUERREIRO,197645
Enrique GUERRERO SALOM,96768
Bernard GUETTA,197543
Francesco GUIDOLIN,1089
Umberto GUIDONI,28974
Elisabeth GUIGOU,1984
François GUILLAUME,1177
Sylvie GUILLAUME,96952
Julén GUIMON UGARTECHEA,1651
Armelle GUINEBERTIÈRE,2015
Frans G. van der GUN,835
Antanas GUOGA,124763
Zita GURMAI,23805
José GUSMÃO,88715
Holger GUSTAFSSON,2115
Mikael GUSTAFSSON,109649
Jytte GUTELAND,124991
Antoni GUTIÉRREZ DÍAZ,1345
Cristina GUTIÉRREZ-CORTINES,4326
Sergio GUTIÉRREZ PRIETO,103488
Catherine GUY-QUINT,4314
Lilli GYLDENKILDE,1915
Márton GYÖNGYÖSI,198063
Enikő GYŐRI,96830
András GYÜRK,23816
Niels Jørgen HAAGERUP,836
Bertel HAARDER,1925
Ben HABIB,197642
Otto von HABSBURG,1265
Karl HABSBURG-LOTHRINGEN,2289
Wolfgang HACKEL,1641
Menelaos HADJIGEORGIOU,922
Takis HADJIGEORGIOU,96907
Benedikt HÄRLIN,1642
Gerald HÄFNER,96758
Gerhard HAGER,2290
Carl HAGLUND,96683
Svenja HAHN,197444
Henrike HAHN,197457
Wilhelm F.T. HAHN,1636
Roman HAIDER,198176
Robert HAJŠEL,34578
Teuvo HAKKARAINEN,197596
Andrzej HALICKI,197514
Fiona HALL,28477
Jussi HALLA-AHO,124727
David John Alfred HALLAM,2169
Helga HALLER von HALLERSTEIN,1891
Brendan HALLIGAN,837
Ioan Lucian HĂMBĂȘAN,95704
Jean HAMILIUS,838
Else HAMMERICH,1619
David HAMMERSTEIN,28345
Benoît HAMON,28159
Thomas HÄNDEL,96851
Małgorzata HANDZLIK,28275
Ágnes HANKISS,96707
Daniel HANNAN,4555
Klaus HÄNSCH,1266
Christophe HANSEN,193419
Michel HANSENNE,4250
Hannes HANSO,197131
José H.G. HAPPART,1466
Ioannis HARALAMPOPOULOS,830
Gábor HARANGOZÓ,28199
Malcolm HARBOUR,4538
Veronica Mary HARDSTAFF,2030
Marian HARKIN,28116
The Lord HARMAR-NICHOLLS,831
Rebecca HARMS,28233
Lucy Elizabeth HARRIS,197809
David A. HARRIS,832
Lyndon H.A. HARRISON,1316
Lucas HARTONG,103132
Joel HASSE FERREIRA,31730
Kai Uwe von HASSEL,833
Satu HASSI,28321
Konstantinos HATZIDAKIS,2186
Karl W.H. HAUENSCHILD,834
Jutta HAUG,1914
Martin HÄUSLING,96752
Heidi HAUTALA,2054
Mircea-Gheorghe HAVA,197646
Jiří HAVEL,96714
Hilde HAWLICEK,2091
Valerie HAYER,135511
Brian HAYES,118658
Adeline HAZAN,4299
Anja HAZEKAMP,125023
Christopher HEATON-HARRIS,4517
